Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","001","World","5142","Food","F2511","Wheat and products","2019","2019","1000 t","505599","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2511","Wheat and products","2020","2020","1000 t","516799","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2010","2010","1000 t","694299","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2011","2011","1000 t","719267","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2012","2012","1000 t","727513","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2013","2013","1000 t","731649","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2014","2014","1000 t","729961","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2015","2015","1000 t","730847","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2016","2016","1000 t","733154","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2017","2017","1000 t","746313","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2018","2018","1000 t","761400","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2019","2019","1000 t","746023","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2807","Rice and products","2020","2020","1000 t","758173","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2010","2010","1000 t","32394","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2011","2011","1000 t","32338","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2012","2012","1000 t","33075","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2013","2013","1000 t","33513","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2014","2014","1000 t","31595","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2015","2015","1000 t","31644","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2016","2016","1000 t","31287","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2017","2017","1000 t","31344","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2018","2018","1000 t","31915","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2019","2019","1000 t","31332","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2807","Rice and products","2020","2020","1000 t","31725","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2010","2010","1000 t","560246","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2011","2011","1000 t","572911","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2012","2012","1000 t","573089","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2013","2013","1000 t","579248","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2014","2014","1000 t","579568","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2015","2015","1000 t","580940","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2016","2016","1000 t","579923","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2017","2017","1000 t","592669","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2018","2018","1000 t","599912","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2019","2019","1000 t","604302","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2807","Rice and products","2020","2020","1000 t","611475","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2010","2010","1000 t","871548","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2011","2011","1000 t","907914","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2012","2012","1000 t","894912","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2013","2013","1000 t","1037542","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2014","2014","1000 t","1039457","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2015","2015","1000 t","1053854","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2016","2016","1000 t","1123776","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2017","2017","1000 t","1138583","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2018","2018","1000 t","1125415","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2019","2019","1000 t","1136954","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5511","Production","F2514","Maize and products","2020","2020","1000 t","1165075","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2010","2010","1000 t","31251","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2011","2011","1000 t","32238","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2012","2012","1000 t","35354","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2013","2013","1000 t","37782","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2014","2014","1000 t","55329","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2015","2015","1000 t","57560","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2016","2016","1000 t","59926","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2017","2017","1000 t","63661","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2018","2018","1000 t","61009","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2019","2019","1000 t","63100","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5123","Losses","F2514","Maize and products","2020","2020","1000 t","65456","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2010","2010","1000 t","119516","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2011","2011","1000 t","121824","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2012","2012","1000 t","124986","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2013","2013","1000 t","128000","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2014","2014","1000 t","131836","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2015","2015","1000 t","135522","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2016","2016","1000 t","137931","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2017","2017","1000 t","139107","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2018","2018","1000 t","143400","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2019","2019","1000 t","145027","E","Estimated value"
"FBS","Food Balances (2010-)","001","World","5142","Food","F2514","Maize and products","2020","2020","1000 t","148398","E","Estimated value"
